,Nation,iso_code3,Year,nemomod_enst_capital_cost_st_batteries_usd_per_kwh
7398,Middle East & North Africa (IDA & IBRD countries),TMN,2040,0.07
7399,Middle East & North Africa (IDA & IBRD countries),TMN,2041,0.07
7400,Middle East & North Africa (IDA & IBRD countries),TMN,2042,0.07
7401,Middle East & North Africa (IDA & IBRD countries),TMN,2043,0.07
7402,Middle East & North Africa (IDA & IBRD countries),TMN,2044,0.07
7403,Middle East & North Africa (IDA & IBRD countries),TMN,2045,0.07
7404,Middle East & North Africa (IDA & IBRD countries),TMN,2046,0.07
7405,Middle East & North Africa (IDA & IBRD countries),TMN,2047,0.07
7406,Middle East & North Africa (IDA & IBRD countries),TMN,2048,0.07
7407,Middle East & North Africa (IDA & IBRD countries),TMN,2049,0.07
7408,Middle East & North Africa (IDA & IBRD countries),TMN,2050,0.07
7409,Tonga,TON,2020,0.07
7410,Tonga,TON,2021,0.07
7411,Tonga,TON,2022,0.07
7412,Tonga,TON,2023,0.07
7413,Tonga,TON,2024,0.07
7414,Tonga,TON,2025,0.07
7415,Tonga,TON,2026,0.07
7416,Tonga,TON,2027,0.07
7417,Tonga,TON,2028,0.07
7418,Tonga,TON,2029,0.07
7419,Tonga,TON,2030,0.07
7420,Tonga,TON,2031,0.07
7421,Tonga,TON,2032,0.07
7422,Tonga,TON,2033,0.07
7423,Tonga,TON,2034,0.07
7424,Tonga,TON,2035,0.07
7425,Tonga,TON,2036,0.07
7426,Tonga,TON,2037,0.07
7427,Tonga,TON,2038,0.07
7428,Tonga,TON,2039,0.07
7429,Tonga,TON,2040,0.07
7430,Tonga,TON,2041,0.07
7431,Tonga,TON,2042,0.07
7432,Tonga,TON,2043,0.07
7433,Tonga,TON,2044,0.07
7434,Tonga,TON,2045,0.07
7435,Tonga,TON,2046,0.07
7436,Tonga,TON,2047,0.07
7437,Tonga,TON,2048,0.07
7438,Tonga,TON,2049,0.07
7439,Tonga,TON,2050,0.07
7440,South Asia (IDA & IBRD),TSA,2020,0.07
7441,South Asia (IDA & IBRD),TSA,2021,0.07
7442,South Asia (IDA & IBRD),TSA,2022,0.07
7443,South Asia (IDA & IBRD),TSA,2023,0.07
7444,South Asia (IDA & IBRD),TSA,2024,0.07
7445,South Asia (IDA & IBRD),TSA,2025,0.07
7446,South Asia (IDA & IBRD),TSA,2026,0.07
7447,South Asia (IDA & IBRD),TSA,2027,0.07
7448,South Asia (IDA & IBRD),TSA,2028,0.07
7449,South Asia (IDA & IBRD),TSA,2029,0.07
7450,South Asia (IDA & IBRD),TSA,2030,0.07
7451,South Asia (IDA & IBRD),TSA,2031,0.07
7452,South Asia (IDA & IBRD),TSA,2032,0.07
7453,South Asia (IDA & IBRD),TSA,2033,0.07
7454,South Asia (IDA & IBRD),TSA,2034,0.07
7455,South Asia (IDA & IBRD),TSA,2035,0.07
7456,South Asia (IDA & IBRD),TSA,2036,0.07
7457,South Asia (IDA & IBRD),TSA,2037,0.07
7458,South Asia (IDA & IBRD),TSA,2038,0.07
7459,South Asia (IDA & IBRD),TSA,2039,0.07
7460,South Asia (IDA & IBRD),TSA,2040,0.07
7461,South Asia (IDA & IBRD),TSA,2041,0.07
7462,South Asia (IDA & IBRD),TSA,2042,0.07
7463,South Asia (IDA & IBRD),TSA,2043,0.07
7464,South Asia (IDA & IBRD),TSA,2044,0.07
7465,South Asia (IDA & IBRD),TSA,2045,0.07
7466,South Asia (IDA & IBRD),TSA,2046,0.07
7467,South Asia (IDA & IBRD),TSA,2047,0.07
7468,South Asia (IDA & IBRD),TSA,2048,0.07
7469,South Asia (IDA & IBRD),TSA,2049,0.07
7470,South Asia (IDA & IBRD),TSA,2050,0.07
7471,Sub-Saharan Africa (IDA & IBRD countries),TSS,2020,0.07
7472,Sub-Saharan Africa (IDA & IBRD countries),TSS,2021,0.07
7473,Sub-Saharan Africa (IDA & IBRD countries),TSS,2022,0.07
7474,Sub-Saharan Africa (IDA & IBRD countries),TSS,2023,0.07
7475,Sub-Saharan Africa (IDA & IBRD countries),TSS,2024,0.07
7476,Sub-Saharan Africa (IDA & IBRD countries),TSS,2025,0.07
7477,Sub-Saharan Africa (IDA & IBRD countries),TSS,2026,0.07
7478,Sub-Saharan Africa (IDA & IBRD countries),TSS,2027,0.07
7479,Sub-Saharan Africa (IDA & IBRD countries),TSS,2028,0.07
7480,Sub-Saharan Africa (IDA & IBRD countries),TSS,2029,0.07
7481,Sub-Saharan Africa (IDA & IBRD countries),TSS,2030,0.07
7482,Sub-Saharan Africa (IDA & IBRD countries),TSS,2031,0.07
7483,Sub-Saharan Africa (IDA & IBRD countries),TSS,2032,0.07
7484,Sub-Saharan Africa (IDA & IBRD countries),TSS,2033,0.07
7485,Sub-Saharan Africa (IDA & IBRD countries),TSS,2034,0.07
7486,Sub-Saharan Africa (IDA & IBRD countries),TSS,2035,0.07
7487,Sub-Saharan Africa (IDA & IBRD countries),TSS,2036,0.07
7488,Sub-Saharan Africa (IDA & IBRD countries),TSS,2037,0.07
7489,Sub-Saharan Africa (IDA & IBRD countries),TSS,2038,0.07
7490,Sub-Saharan Africa (IDA & IBRD countries),TSS,2039,0.07
7491,Sub-Saharan Africa (IDA & IBRD countries),TSS,2040,0.07
7492,Sub-Saharan Africa (IDA & IBRD countries),TSS,2041,0.07
7493,Sub-Saharan Africa (IDA & IBRD countries),TSS,2042,0.07
7494,Sub-Saharan Africa (IDA & IBRD countries),TSS,2043,0.07
7495,Sub-Saharan Africa (IDA & IBRD countries),TSS,2044,0.07
7496,Sub-Saharan Africa (IDA & IBRD countries),TSS,2045,0.07
7497,Sub-Saharan Africa (IDA & IBRD countries),TSS,2046,0.07
7498,Sub-Saharan Africa (IDA & IBRD countries),TSS,2047,0.07
7499,Sub-Saharan Africa (IDA & IBRD countries),TSS,2048,0.07
7500,Sub-Saharan Africa (IDA & IBRD countries),TSS,2049,0.07
7501,Sub-Saharan Africa (IDA & IBRD countries),TSS,2050,0.07
7502,Trinidad and Tobago,TTO,2020,0.07
7503,Trinidad and Tobago,TTO,2021,0.07
7504,Trinidad and Tobago,TTO,2022,0.07
7505,Trinidad and Tobago,TTO,2023,0.07
7506,Trinidad and Tobago,TTO,2024,0.07
7507,Trinidad and Tobago,TTO,2025,0.07
7508,Trinidad and Tobago,TTO,2026,0.07
7509,Trinidad and Tobago,TTO,2027,0.07
7510,Trinidad and Tobago,TTO,2028,0.07
7511,Trinidad and Tobago,TTO,2029,0.07
7512,Trinidad and Tobago,TTO,2030,0.07
7513,Trinidad and Tobago,TTO,2031,0.07
7514,Trinidad and Tobago,TTO,2032,0.07
7515,Trinidad and Tobago,TTO,2033,0.07
7516,Trinidad and Tobago,TTO,2034,0.07
7517,Trinidad and Tobago,TTO,2035,0.07
7518,Trinidad and Tobago,TTO,2036,0.07
7519,Trinidad and Tobago,TTO,2037,0.07
7520,Trinidad and Tobago,TTO,2038,0.07
7521,Trinidad and Tobago,TTO,2039,0.07
7522,Trinidad and Tobago,TTO,2040,0.07
7523,Trinidad and Tobago,TTO,2041,0.07
7524,Trinidad and Tobago,TTO,2042,0.07
7525,Trinidad and Tobago,TTO,2043,0.07
7526,Trinidad and Tobago,TTO,2044,0.07
7527,Trinidad and Tobago,TTO,2045,0.07
7528,Trinidad and Tobago,TTO,2046,0.07
7529,Trinidad and Tobago,TTO,2047,0.07
7530,Trinidad and Tobago,TTO,2048,0.07
7531,Trinidad and Tobago,TTO,2049,0.07
7532,Trinidad and Tobago,TTO,2050,0.07
7533,Tunisia,TUN,2020,0.07
7534,Tunisia,TUN,2021,0.07
7535,Tunisia,TUN,2022,0.07
7536,Tunisia,TUN,2023,0.07
7537,Tunisia,TUN,2024,0.07
7538,Tunisia,TUN,2025,0.07
7539,Tunisia,TUN,2026,0.07
7540,Tunisia,TUN,2027,0.07
7541,Tunisia,TUN,2028,0.07
7542,Tunisia,TUN,2029,0.07
7543,Tunisia,TUN,2030,0.07
7544,Tunisia,TUN,2031,0.07
7545,Tunisia,TUN,2032,0.07
7546,Tunisia,TUN,2033,0.07
7547,Tunisia,TUN,2034,0.07
7548,Tunisia,TUN,2035,0.07
7549,Tunisia,TUN,2036,0.07
7550,Tunisia,TUN,2037,0.07
7551,Tunisia,TUN,2038,0.07
7552,Tunisia,TUN,2039,0.07
7553,Tunisia,TUN,2040,0.07
7554,Tunisia,TUN,2041,0.07
7555,Tunisia,TUN,2042,0.07
7556,Tunisia,TUN,2043,0.07
7557,Tunisia,TUN,2044,0.07
7558,Tunisia,TUN,2045,0.07
7559,Tunisia,TUN,2046,0.07
7560,Tunisia,TUN,2047,0.07
7561,Tunisia,TUN,2048,0.07
7562,Tunisia,TUN,2049,0.07
7563,Tunisia,TUN,2050,0.07
7564,Turkiye,TUR,2020,0.07
7565,Turkiye,TUR,2021,0.07
7566,Turkiye,TUR,2022,0.07
7567,Turkiye,TUR,2023,0.07
7568,Turkiye,TUR,2024,0.07
7569,Turkiye,TUR,2025,0.07
7570,Turkiye,TUR,2026,0.07
7571,Turkiye,TUR,2027,0.07
7572,Turkiye,TUR,2028,0.07
7573,Turkiye,TUR,2029,0.07
7574,Turkiye,TUR,2030,0.07
7575,Turkiye,TUR,2031,0.07
7576,Turkiye,TUR,2032,0.07
7577,Turkiye,TUR,2033,0.07
7578,Turkiye,TUR,2034,0.07
7579,Turkiye,TUR,2035,0.07
7580,Turkiye,TUR,2036,0.07
7581,Turkiye,TUR,2037,0.07
7582,Turkiye,TUR,2038,0.07
7583,Turkiye,TUR,2039,0.07
7584,Turkiye,TUR,2040,0.07
7585,Turkiye,TUR,2041,0.07
7586,Turkiye,TUR,2042,0.07
7587,Turkiye,TUR,2043,0.07
7588,Turkiye,TUR,2044,0.07
7589,Turkiye,TUR,2045,0.07
7590,Turkiye,TUR,2046,0.07
7591,Turkiye,TUR,2047,0.07
7592,Turkiye,TUR,2048,0.07
7593,Turkiye,TUR,2049,0.07
7594,Turkiye,TUR,2050,0.07
7595,Tuvalu,TUV,2020,0.07
7596,Tuvalu,TUV,2021,0.07
7597,Tuvalu,TUV,2022,0.07
7598,Tuvalu,TUV,2023,0.07
7599,Tuvalu,TUV,2024,0.07
7600,Tuvalu,TUV,2025,0.07
7601,Tuvalu,TUV,2026,0.07
7602,Tuvalu,TUV,2027,0.07
7603,Tuvalu,TUV,2028,0.07
7604,Tuvalu,TUV,2029,0.07
7605,Tuvalu,TUV,2030,0.07
7606,Tuvalu,TUV,2031,0.07
7607,Tuvalu,TUV,2032,0.07
7608,Tuvalu,TUV,2033,0.07
7609,Tuvalu,TUV,2034,0.07
7610,Tuvalu,TUV,2035,0.07
7611,Tuvalu,TUV,2036,0.07
7612,Tuvalu,TUV,2037,0.07
7613,Tuvalu,TUV,2038,0.07
7614,Tuvalu,TUV,2039,0.07
7615,Tuvalu,TUV,2040,0.07
7616,Tuvalu,TUV,2041,0.07
7617,Tuvalu,TUV,2042,0.07
7618,Tuvalu,TUV,2043,0.07
7619,Tuvalu,TUV,2044,0.07
7620,Tuvalu,TUV,2045,0.07
7621,Tuvalu,TUV,2046,0.07
7622,Tuvalu,TUV,2047,0.07
7623,Tuvalu,TUV,2048,0.07
7624,Tuvalu,TUV,2049,0.07
7625,Tuvalu,TUV,2050,0.07
7626,Tanzania,TZA,2020,0.07
7627,Tanzania,TZA,2021,0.07
7628,Tanzania,TZA,2022,0.07
7629,Tanzania,TZA,2023,0.07
7630,Tanzania,TZA,2024,0.07
7631,Tanzania,TZA,2025,0.07
7632,Tanzania,TZA,2026,0.07
7633,Tanzania,TZA,2027,0.07
7634,Tanzania,TZA,2028,0.07
7635,Tanzania,TZA,2029,0.07
7636,Tanzania,TZA,2030,0.07
7637,Tanzania,TZA,2031,0.07
7638,Tanzania,TZA,2032,0.07
7639,Tanzania,TZA,2033,0.07
7640,Tanzania,TZA,2034,0.07
7641,Tanzania,TZA,2035,0.07
7642,Tanzania,TZA,2036,0.07
7643,Tanzania,TZA,2037,0.07
7644,Tanzania,TZA,2038,0.07
7645,Tanzania,TZA,2039,0.07
7646,Tanzania,TZA,2040,0.07
7647,Tanzania,TZA,2041,0.07
7648,Tanzania,TZA,2042,0.07
7649,Tanzania,TZA,2043,0.07
7650,Tanzania,TZA,2044,0.07
7651,Tanzania,TZA,2045,0.07
7652,Tanzania,TZA,2046,0.07
7653,Tanzania,TZA,2047,0.07
7654,Tanzania,TZA,2048,0.07
7655,Tanzania,TZA,2049,0.07
7656,Tanzania,TZA,2050,0.07
7657,Uganda,UGA,2020,0.07
7658,Uganda,UGA,2021,0.07
7659,Uganda,UGA,2022,0.07
7660,Uganda,UGA,2023,0.07
7661,Uganda,UGA,2024,0.07
7662,Uganda,UGA,2025,0.07
7663,Uganda,UGA,2026,0.07
7664,Uganda,UGA,2027,0.07
7665,Uganda,UGA,2028,0.07
7666,Uganda,UGA,2029,0.07
7667,Uganda,UGA,2030,0.07
7668,Uganda,UGA,2031,0.07
7669,Uganda,UGA,2032,0.07
7670,Uganda,UGA,2033,0.07
7671,Uganda,UGA,2034,0.07
7672,Uganda,UGA,2035,0.07
7673,Uganda,UGA,2036,0.07
7674,Uganda,UGA,2037,0.07
7675,Uganda,UGA,2038,0.07
7676,Uganda,UGA,2039,0.07
7677,Uganda,UGA,2040,0.07
7678,Uganda,UGA,2041,0.07
7679,Uganda,UGA,2042,0.07
7680,Uganda,UGA,2043,0.07
7681,Uganda,UGA,2044,0.07
7682,Uganda,UGA,2045,0.07
7683,Uganda,UGA,2046,0.07
7684,Uganda,UGA,2047,0.07
7685,Uganda,UGA,2048,0.07
7686,Uganda,UGA,2049,0.07
7687,Uganda,UGA,2050,0.07
7688,Ukraine,UKR,2020,0.07
7689,Ukraine,UKR,2021,0.07
7690,Ukraine,UKR,2022,0.07
7691,Ukraine,UKR,2023,0.07
7692,Ukraine,UKR,2024,0.07
7693,Ukraine,UKR,2025,0.07
7694,Ukraine,UKR,2026,0.07
7695,Ukraine,UKR,2027,0.07
7696,Ukraine,UKR,2028,0.07
7697,Ukraine,UKR,2029,0.07
7698,Ukraine,UKR,2030,0.07
7699,Ukraine,UKR,2031,0.07
7700,Ukraine,UKR,2032,0.07
7701,Ukraine,UKR,2033,0.07
7702,Ukraine,UKR,2034,0.07
7703,Ukraine,UKR,2035,0.07
7704,Ukraine,UKR,2036,0.07
7705,Ukraine,UKR,2037,0.07
7706,Ukraine,UKR,2038,0.07
7707,Ukraine,UKR,2039,0.07
7708,Ukraine,UKR,2040,0.07
7709,Ukraine,UKR,2041,0.07
7710,Ukraine,UKR,2042,0.07
7711,Ukraine,UKR,2043,0.07
7712,Ukraine,UKR,2044,0.07
7713,Ukraine,UKR,2045,0.07
7714,Ukraine,UKR,2046,0.07
7715,Ukraine,UKR,2047,0.07
7716,Ukraine,UKR,2048,0.07
7717,Ukraine,UKR,2049,0.07
7718,Ukraine,UKR,2050,0.07
7719,Upper middle income,UMC,2020,0.07
7720,Upper middle income,UMC,2021,0.07
7721,Upper middle income,UMC,2022,0.07
7722,Upper middle income,UMC,2023,0.07
7723,Upper middle income,UMC,2024,0.07
7724,Upper middle income,UMC,2025,0.07
7725,Upper middle income,UMC,2026,0.07
7726,Upper middle income,UMC,2027,0.07
7727,Upper middle income,UMC,2028,0.07
7728,Upper middle income,UMC,2029,0.07
7729,Upper middle income,UMC,2030,0.07
7730,Upper middle income,UMC,2031,0.07
7731,Upper middle income,UMC,2032,0.07
7732,Upper middle income,UMC,2033,0.07
7733,Upper middle income,UMC,2034,0.07
7734,Upper middle income,UMC,2035,0.07
7735,Upper middle income,UMC,2036,0.07
7736,Upper middle income,UMC,2037,0.07
7737,Upper middle income,UMC,2038,0.07
7738,Upper middle income,UMC,2039,0.07
7739,Upper middle income,UMC,2040,0.07
7740,Upper middle income,UMC,2041,0.07
7741,Upper middle income,UMC,2042,0.07
7742,Upper middle income,UMC,2043,0.07
7743,Upper middle income,UMC,2044,0.07
7744,Upper middle income,UMC,2045,0.07
7745,Upper middle income,UMC,2046,0.07
7746,Upper middle income,UMC,2047,0.07
7747,Upper middle income,UMC,2048,0.07
7748,Upper middle income,UMC,2049,0.07
7749,Upper middle income,UMC,2050,0.07
7750,Uruguay,URY,2020,0.07
7751,Uruguay,URY,2021,0.07
7752,Uruguay,URY,2022,0.07
7753,Uruguay,URY,2023,0.07
7754,Uruguay,URY,2024,0.07
7755,Uruguay,URY,2025,0.07
7756,Uruguay,URY,2026,0.07
7757,Uruguay,URY,2027,0.07
7758,Uruguay,URY,2028,0.07
7759,Uruguay,URY,2029,0.07
7760,Uruguay,URY,2030,0.07
7761,Uruguay,URY,2031,0.07
7762,Uruguay,URY,2032,0.07
7763,Uruguay,URY,2033,0.07
7764,Uruguay,URY,2034,0.07
7765,Uruguay,URY,2035,0.07
7766,Uruguay,URY,2036,0.07
7767,Uruguay,URY,2037,0.07
7768,Uruguay,URY,2038,0.07
7769,Uruguay,URY,2039,0.07
7770,Uruguay,URY,2040,0.07
7771,Uruguay,URY,2041,0.07
7772,Uruguay,URY,2042,0.07
7773,Uruguay,URY,2043,0.07
7774,Uruguay,URY,2044,0.07
7775,Uruguay,URY,2045,0.07
7776,Uruguay,URY,2046,0.07
7777,Uruguay,URY,2047,0.07
7778,Uruguay,URY,2048,0.07
7779,Uruguay,URY,2049,0.07
7780,Uruguay,URY,2050,0.07
7781,United States,USA,2020,0.07
7782,United States,USA,2021,0.07
7783,United States,USA,2022,0.07
7784,United States,USA,2023,0.07
7785,United States,USA,2024,0.07
7786,United States,USA,2025,0.07
7787,United States,USA,2026,0.07
7788,United States,USA,2027,0.07
7789,United States,USA,2028,0.07
7790,United States,USA,2029,0.07
7791,United States,USA,2030,0.07
7792,United States,USA,2031,0.07
7793,United States,USA,2032,0.07
7794,United States,USA,2033,0.07
7795,United States,USA,2034,0.07
7796,United States,USA,2035,0.07
7797,United States,USA,2036,0.07
7798,United States,USA,2037,0.07
7799,United States,USA,2038,0.07
7800,United States,USA,2039,0.07
7801,United States,USA,2040,0.07
7802,United States,USA,2041,0.07
7803,United States,USA,2042,0.07
7804,United States,USA,2043,0.07
7805,United States,USA,2044,0.07
7806,United States,USA,2045,0.07
7807,United States,USA,2046,0.07
7808,United States,USA,2047,0.07
7809,United States,USA,2048,0.07
7810,United States,USA,2049,0.07
7811,United States,USA,2050,0.07
7812,Uzbekistan,UZB,2020,0.07
7813,Uzbekistan,UZB,2021,0.07
7814,Uzbekistan,UZB,2022,0.07
7815,Uzbekistan,UZB,2023,0.07
7816,Uzbekistan,UZB,2024,0.07
7817,Uzbekistan,UZB,2025,0.07
7818,Uzbekistan,UZB,2026,0.07
7819,Uzbekistan,UZB,2027,0.07
7820,Uzbekistan,UZB,2028,0.07
7821,Uzbekistan,UZB,2029,0.07
7822,Uzbekistan,UZB,2030,0.07
7823,Uzbekistan,UZB,2031,0.07
7824,Uzbekistan,UZB,2032,0.07
7825,Uzbekistan,UZB,2033,0.07
7826,Uzbekistan,UZB,2034,0.07
7827,Uzbekistan,UZB,2035,0.07
7828,Uzbekistan,UZB,2036,0.07
7829,Uzbekistan,UZB,2037,0.07
7830,Uzbekistan,UZB,2038,0.07
7831,Uzbekistan,UZB,2039,0.07
7832,Uzbekistan,UZB,2040,0.07
7833,Uzbekistan,UZB,2041,0.07
7834,Uzbekistan,UZB,2042,0.07
7835,Uzbekistan,UZB,2043,0.07
7836,Uzbekistan,UZB,2044,0.07
7837,Uzbekistan,UZB,2045,0.07
7838,Uzbekistan,UZB,2046,0.07
7839,Uzbekistan,UZB,2047,0.07
7840,Uzbekistan,UZB,2048,0.07
7841,Uzbekistan,UZB,2049,0.07
7842,Uzbekistan,UZB,2050,0.07
7843,St. Vincent and the Grenadines,VCT,2020,0.07
7844,St. Vincent and the Grenadines,VCT,2021,0.07
7845,St. Vincent and the Grenadines,VCT,2022,0.07
7846,St. Vincent and the Grenadines,VCT,2023,0.07
7847,St. Vincent and the Grenadines,VCT,2024,0.07
7848,St. Vincent and the Grenadines,VCT,2025,0.07
7849,St. Vincent and the Grenadines,VCT,2026,0.07
7850,St. Vincent and the Grenadines,VCT,2027,0.07
7851,St. Vincent and the Grenadines,VCT,2028,0.07
7852,St. Vincent and the Grenadines,VCT,2029,0.07
7853,St. Vincent and the Grenadines,VCT,2030,0.07
7854,St. Vincent and the Grenadines,VCT,2031,0.07
7855,St. Vincent and the Grenadines,VCT,2032,0.07
7856,St. Vincent and the Grenadines,VCT,2033,0.07
7857,St. Vincent and the Grenadines,VCT,2034,0.07
7858,St. Vincent and the Grenadines,VCT,2035,0.07
7859,St. Vincent and the Grenadines,VCT,2036,0.07
7860,St. Vincent and the Grenadines,VCT,2037,0.07
7861,St. Vincent and the Grenadines,VCT,2038,0.07
7862,St. Vincent and the Grenadines,VCT,2039,0.07
7863,St. Vincent and the Grenadines,VCT,2040,0.07
7864,St. Vincent and the Grenadines,VCT,2041,0.07
7865,St. Vincent and the Grenadines,VCT,2042,0.07
7866,St. Vincent and the Grenadines,VCT,2043,0.07
7867,St. Vincent and the Grenadines,VCT,2044,0.07
7868,St. Vincent and the Grenadines,VCT,2045,0.07
7869,St. Vincent and the Grenadines,VCT,2046,0.07
7870,St. Vincent and the Grenadines,VCT,2047,0.07
7871,St. Vincent and the Grenadines,VCT,2048,0.07
7872,St. Vincent and the Grenadines,VCT,2049,0.07
7873,St. Vincent and the Grenadines,VCT,2050,0.07
7874,"Venezuela, RB",VEN,2020,0.07
7875,"Venezuela, RB",VEN,2021,0.07
7876,"Venezuela, RB",VEN,2022,0.07
7877,"Venezuela, RB",VEN,2023,0.07
7878,"Venezuela, RB",VEN,2024,0.07
7879,"Venezuela, RB",VEN,2025,0.07
7880,"Venezuela, RB",VEN,2026,0.07
7881,"Venezuela, RB",VEN,2027,0.07
7882,"Venezuela, RB",VEN,2028,0.07
7883,"Venezuela, RB",VEN,2029,0.07
7884,"Venezuela, RB",VEN,2030,0.07
7885,"Venezuela, RB",VEN,2031,0.07
7886,"Venezuela, RB",VEN,2032,0.07
7887,"Venezuela, RB",VEN,2033,0.07
7888,"Venezuela, RB",VEN,2034,0.07
7889,"Venezuela, RB",VEN,2035,0.07
7890,"Venezuela, RB",VEN,2036,0.07
7891,"Venezuela, RB",VEN,2037,0.07
7892,"Venezuela, RB",VEN,2038,0.07
7893,"Venezuela, RB",VEN,2039,0.07
7894,"Venezuela, RB",VEN,2040,0.07
7895,"Venezuela, RB",VEN,2041,0.07
7896,"Venezuela, RB",VEN,2042,0.07
7897,"Venezuela, RB",VEN,2043,0.07
7898,"Venezuela, RB",VEN,2044,0.07
7899,"Venezuela, RB",VEN,2045,0.07
7900,"Venezuela, RB",VEN,2046,0.07
7901,"Venezuela, RB",VEN,2047,0.07
7902,"Venezuela, RB",VEN,2048,0.07
7903,"Venezuela, RB",VEN,2049,0.07
7904,"Venezuela, RB",VEN,2050,0.07
7905,British Virgin Islands,VGB,2020,0.07
7906,British Virgin Islands,VGB,2021,0.07
7907,British Virgin Islands,VGB,2022,0.07
7908,British Virgin Islands,VGB,2023,0.07
7909,British Virgin Islands,VGB,2024,0.07
7910,British Virgin Islands,VGB,2025,0.07
7911,British Virgin Islands,VGB,2026,0.07
7912,British Virgin Islands,VGB,2027,0.07
7913,British Virgin Islands,VGB,2028,0.07
7914,British Virgin Islands,VGB,2029,0.07
7915,British Virgin Islands,VGB,2030,0.07
7916,British Virgin Islands,VGB,2031,0.07
7917,British Virgin Islands,VGB,2032,0.07
7918,British Virgin Islands,VGB,2033,0.07
7919,British Virgin Islands,VGB,2034,0.07
7920,British Virgin Islands,VGB,2035,0.07
7921,British Virgin Islands,VGB,2036,0.07
7922,British Virgin Islands,VGB,2037,0.07
7923,British Virgin Islands,VGB,2038,0.07
7924,British Virgin Islands,VGB,2039,0.07
7925,British Virgin Islands,VGB,2040,0.07
7926,British Virgin Islands,VGB,2041,0.07
7927,British Virgin Islands,VGB,2042,0.07
7928,British Virgin Islands,VGB,2043,0.07
7929,British Virgin Islands,VGB,2044,0.07
7930,British Virgin Islands,VGB,2045,0.07
7931,British Virgin Islands,VGB,2046,0.07
7932,British Virgin Islands,VGB,2047,0.07
7933,British Virgin Islands,VGB,2048,0.07
7934,British Virgin Islands,VGB,2049,0.07
7935,British Virgin Islands,VGB,2050,0.07
7936,Virgin Islands (U.S.),VIR,2020,0.07
7937,Virgin Islands (U.S.),VIR,2021,0.07
7938,Virgin Islands (U.S.),VIR,2022,0.07
7939,Virgin Islands (U.S.),VIR,2023,0.07
7940,Virgin Islands (U.S.),VIR,2024,0.07
7941,Virgin Islands (U.S.),VIR,2025,0.07
7942,Virgin Islands (U.S.),VIR,2026,0.07
7943,Virgin Islands (U.S.),VIR,2027,0.07
7944,Virgin Islands (U.S.),VIR,2028,0.07
7945,Virgin Islands (U.S.),VIR,2029,0.07
7946,Virgin Islands (U.S.),VIR,2030,0.07
7947,Virgin Islands (U.S.),VIR,2031,0.07
7948,Virgin Islands (U.S.),VIR,2032,0.07
7949,Virgin Islands (U.S.),VIR,2033,0.07
7950,Virgin Islands (U.S.),VIR,2034,0.07
7951,Virgin Islands (U.S.),VIR,2035,0.07
7952,Virgin Islands (U.S.),VIR,2036,0.07
7953,Virgin Islands (U.S.),VIR,2037,0.07
7954,Virgin Islands (U.S.),VIR,2038,0.07
7955,Virgin Islands (U.S.),VIR,2039,0.07
7956,Virgin Islands (U.S.),VIR,2040,0.07
7957,Virgin Islands (U.S.),VIR,2041,0.07
7958,Virgin Islands (U.S.),VIR,2042,0.07
7959,Virgin Islands (U.S.),VIR,2043,0.07
7960,Virgin Islands (U.S.),VIR,2044,0.07
7961,Virgin Islands (U.S.),VIR,2045,0.07
7962,Virgin Islands (U.S.),VIR,2046,0.07
7963,Virgin Islands (U.S.),VIR,2047,0.07
7964,Virgin Islands (U.S.),VIR,2048,0.07
7965,Virgin Islands (U.S.),VIR,2049,0.07
7966,Virgin Islands (U.S.),VIR,2050,0.07
7967,Vietnam,VNM,2020,0.07
7968,Vietnam,VNM,2021,0.07
7969,Vietnam,VNM,2022,0.07
7970,Vietnam,VNM,2023,0.07
7971,Vietnam,VNM,2024,0.07
7972,Vietnam,VNM,2025,0.07
7973,Vietnam,VNM,2026,0.07
7974,Vietnam,VNM,2027,0.07
7975,Vietnam,VNM,2028,0.07
7976,Vietnam,VNM,2029,0.07
7977,Vietnam,VNM,2030,0.07
7978,Vietnam,VNM,2031,0.07
7979,Vietnam,VNM,2032,0.07
7980,Vietnam,VNM,2033,0.07
7981,Vietnam,VNM,2034,0.07
7982,Vietnam,VNM,2035,0.07
7983,Vietnam,VNM,2036,0.07
7984,Vietnam,VNM,2037,0.07
7985,Vietnam,VNM,2038,0.07
7986,Vietnam,VNM,2039,0.07
7987,Vietnam,VNM,2040,0.07
7988,Vietnam,VNM,2041,0.07
7989,Vietnam,VNM,2042,0.07
7990,Vietnam,VNM,2043,0.07
7991,Vietnam,VNM,2044,0.07
7992,Vietnam,VNM,2045,0.07
7993,Vietnam,VNM,2046,0.07
7994,Vietnam,VNM,2047,0.07
7995,Vietnam,VNM,2048,0.07
7996,Vietnam,VNM,2049,0.07
7997,Vietnam,VNM,2050,0.07
7998,Vanuatu,VUT,2020,0.07
7999,Vanuatu,VUT,2021,0.07
8000,Vanuatu,VUT,2022,0.07
8001,Vanuatu,VUT,2023,0.07
8002,Vanuatu,VUT,2024,0.07
8003,Vanuatu,VUT,2025,0.07
8004,Vanuatu,VUT,2026,0.07
8005,Vanuatu,VUT,2027,0.07
8006,Vanuatu,VUT,2028,0.07
8007,Vanuatu,VUT,2029,0.07
8008,Vanuatu,VUT,2030,0.07
8009,Vanuatu,VUT,2031,0.07
8010,Vanuatu,VUT,2032,0.07
8011,Vanuatu,VUT,2033,0.07
