Year,Nation,iso_code3,pij_lndu_croplands_to_other
2044,Western Sahara,ESH,5.201091699701662e-19
2045,Western Sahara,ESH,5.20409664838178e-19
2046,Western Sahara,ESH,5.207101597061897e-19
2047,Western Sahara,ESH,5.210106545742014e-19
2048,Western Sahara,ESH,5.213111494422131e-19
2049,Western Sahara,ESH,5.216116443102248e-19
2050,Western Sahara,ESH,5.219121391782365e-19
2021,Yemen,YEM,0.0026510225016497337
2022,Yemen,YEM,0.003313778127062167
2023,Yemen,YEM,0.003976533752474601
2024,Yemen,YEM,0.004639289377887035
2025,Yemen,YEM,0.005302045003299468
2026,Yemen,YEM,0.0059648006287119
2027,Yemen,YEM,0.006627556254124334
2028,Yemen,YEM,0.007290311879536769
2029,Yemen,YEM,0.007953067504949202
2030,Yemen,YEM,0.008615823130361635
2031,Yemen,YEM,0.00927857875577407
2032,Yemen,YEM,0.009941334381186502
2033,Yemen,YEM,0.010604090006598937
2034,Yemen,YEM,0.01126684563201137
2035,Yemen,YEM,0.011929601257423804
2036,Yemen,YEM,0.012592356882836235
2037,Yemen,YEM,0.013255112508248668
2038,Yemen,YEM,0.013917868133661105
2039,Yemen,YEM,0.014580623759073538
2040,Yemen,YEM,0.015243379384485969
2041,Yemen,YEM,0.015906135009898403
2042,Yemen,YEM,0.016568890635310838
2043,Yemen,YEM,0.01723164626072327
2044,Yemen,YEM,0.017894401886135704
2045,Yemen,YEM,0.01855715751154813
2046,Yemen,YEM,0.01921991313696057
2047,Yemen,YEM,0.019882668762373004
2048,Yemen,YEM,0.02054542438778544
2049,Yemen,YEM,0.02120818001319787
2050,Yemen,YEM,0.021870935638610305
2021,Zambia,ZMB,0.0051712081687291505
2022,Zambia,ZMB,0.005214010210911439
2023,Zambia,ZMB,0.005256812253093727
2024,Zambia,ZMB,0.005299614295276015
2025,Zambia,ZMB,0.0053424163374583035
2026,Zambia,ZMB,0.0053852183796405904
2027,Zambia,ZMB,0.005428020421822879
2028,Zambia,ZMB,0.005470822464005167
2029,Zambia,ZMB,0.005513624506187455
2030,Zambia,ZMB,0.005556426548369743
2031,Zambia,ZMB,0.0055992285905520295
2032,Zambia,ZMB,0.005642030632734318
2033,Zambia,ZMB,0.005684832674916606
2034,Zambia,ZMB,0.005727634717098894
2035,Zambia,ZMB,0.005770436759281182
2036,Zambia,ZMB,0.00581323880146347
2037,Zambia,ZMB,0.005856040843645757
2038,Zambia,ZMB,0.005898842885828045
2039,Zambia,ZMB,0.005941644928010333
2040,Zambia,ZMB,0.005984446970192622
2041,Zambia,ZMB,0.006027249012374909
2042,Zambia,ZMB,0.006070051054557197
2043,Zambia,ZMB,0.006112853096739484
2044,Zambia,ZMB,0.006155655138921773
2045,Zambia,ZMB,0.006198457181104061
2046,Zambia,ZMB,0.006241259223286349
2047,Zambia,ZMB,0.006284061265468636
2048,Zambia,ZMB,0.006326863307650924
2049,Zambia,ZMB,0.006369665349833212
2050,Zambia,ZMB,0.0064124673920155
2021,Zimbabwe,ZWE,0.0007083350989455637
2022,Zimbabwe,ZWE,0.0008854188736819545
2023,Zimbabwe,ZWE,0.0010625026484183454
2024,Zimbabwe,ZWE,0.0012395864231547365
2025,Zimbabwe,ZWE,0.0014166701978911274
2026,Zimbabwe,ZWE,0.001593753972627518
2027,Zimbabwe,ZWE,0.001770837747363909
2028,Zimbabwe,ZWE,0.0019479215221003
2029,Zimbabwe,ZWE,0.0021250052968366908
2030,Zimbabwe,ZWE,0.002302089071573082
2031,Zimbabwe,ZWE,0.002479172846309473
2032,Zimbabwe,ZWE,0.002656256621045863
2033,Zimbabwe,ZWE,0.002833340395782255
2034,Zimbabwe,ZWE,0.003010424170518645
2035,Zimbabwe,ZWE,0.003187507945255036
2036,Zimbabwe,ZWE,0.003364591719991427
2037,Zimbabwe,ZWE,0.003541675494727818
2038,Zimbabwe,ZWE,0.0037187592694642095
2039,Zimbabwe,ZWE,0.0038958430442006
2040,Zimbabwe,ZWE,0.0040729268189369896
2041,Zimbabwe,ZWE,0.0042500105936733815
2042,Zimbabwe,ZWE,0.004427094368409773
2043,Zimbabwe,ZWE,0.004604178143146164
2044,Zimbabwe,ZWE,0.004781261917882554
2045,Zimbabwe,ZWE,0.004958345692618945
2046,Zimbabwe,ZWE,0.005135429467355336
2047,Zimbabwe,ZWE,0.005312513242091727
2048,Zimbabwe,ZWE,0.005489597016828118
2049,Zimbabwe,ZWE,0.00566668079156451
2050,Zimbabwe,ZWE,0.0058437645663009
